"RowNumber","CustomerId","ProfitScore","Exited","Age","Cumamountpaidout","Numofinsurances","EstimatedSalary","Geography","IsActiveMember"
7256,15632503,563,1,32,148326.09,1,191604.27,"France",0
7257,15585928,821,0,31,68927.57,1,25445,"Germany",1
7258,15648681,747,1,47,139914.6,4,129964.56,"France",1
7259,15747757,600,1,58,118723.11,1,6209.51,"Germany",0
7260,15718921,625,0,32,106957.28,1,134794.02,"Spain",1
7261,15571081,773,0,41,190238.93,1,57549.65,"France",1
7262,15734578,726,0,53,113537.73,1,28367.21,"France",1
7263,15579583,641,0,40,101090.27,1,51703.09,"Spain",1
7264,15622729,649,0,46,0,2,66602.7,"France",1
7265,15662189,434,0,33,0,1,2739.71,"Spain",1
7266,15692718,738,0,38,0,2,69227.42,"France",0
7267,15762716,762,1,60,168920.75,1,31445.03,"Spain",0
7268,15724851,507,0,31,111589.67,1,150037.19,"Germany",0
7269,15587266,606,0,27,172310.33,1,111448.92,"Germany",1
7270,15675926,655,1,34,118028.35,1,51226.32,"Germany",0
7271,15706268,697,0,51,147910.3,1,53581.14,"Germany",1
7272,15581871,504,0,42,131287.36,2,149697.78,"Germany",1
7273,15666166,653,0,74,121276.32,1,160348.31,"France",1
7274,15671582,660,0,38,109869.32,1,154641.91,"Spain",1
7275,15680901,652,0,34,97435.85,2,104331.76,"France",1
7276,15642336,669,0,42,0,2,135630.32,"France",0
7277,15653147,594,0,35,133853.27,1,65361.66,"France",1
7278,15571284,756,0,32,109528.16,2,56176.31,"Germany",1
7279,15591360,642,0,33,84607.34,2,60059.47,"France",1
7280,15810485,486,0,37,101438,1,51364.56,"Germany",0
7281,15611973,804,0,55,0,2,118752.6,"France",1
7282,15735572,629,1,59,113657.83,1,116848.79,"France",1
7283,15567860,581,1,44,189318.16,2,45026.23,"Spain",0
7284,15795690,667,0,31,99513.91,1,189657.26,"France",1
7285,15706464,667,0,35,97585.32,2,57213.46,"Spain",0
7286,15725028,679,0,29,0,2,63687.06,"France",1
7287,15751167,680,0,43,0,2,58761.33,"France",1
7288,15633944,644,0,32,136659.74,1,14187.78,"Spain",1
7289,15672637,571,0,30,85755.86,1,145115.95,"France",0
7290,15680895,627,0,35,0,1,187718.26,"Spain",0
7291,15793825,536,0,39,0,2,27150.35,"France",0
7292,15611318,599,1,33,51690.89,1,111622.76,"Spain",0
7293,15768474,744,0,34,0,2,27244.35,"Spain",0
7294,15716276,709,0,34,111669.68,1,57029.66,"France",0
7295,15623668,653,0,31,154741.45,2,25183.01,"Germany",0
7296,15696361,648,0,31,125681.51,1,129980.93,"Germany",1
7297,15607988,663,0,37,155303.71,1,118716.63,"Germany",0
7298,15637891,613,0,43,140681.68,1,20134.07,"Germany",1
7299,15789865,620,0,28,71902.52,1,190208.23,"France",1
7300,15627190,661,0,51,146606.6,1,68021.9,"France",1
7301,15788224,669,0,45,123949.75,1,110881.56,"Germany",0
7302,15702149,767,0,33,144753.21,1,132480.75,"Germany",1
7303,15708236,491,0,72,91285.22,1,7032.95,"France",1
7304,15568469,653,0,43,0,2,27862.58,"France",0
7305,15764444,679,0,58,125850.53,2,87008.17,"Germany",1
7306,15794204,687,0,28,108116.66,1,27411.19,"France",1
7307,15807546,837,0,38,0,2,46395.21,"France",1
7308,15782159,850,0,28,67639.56,2,194245.29,"France",1
7309,15618703,663,1,53,150200.23,1,151317.27,"Spain",1
7310,15793317,547,0,22,141287.15,1,118142.79,"Spain",0
7311,15740487,627,1,41,0,3,138700.75,"France",1
7312,15722479,707,0,37,0,2,6035.51,"France",1
7313,15688264,629,0,43,0,2,41263.69,"France",1
7314,15583067,687,0,36,97157.96,1,63185.05,"France",1
7315,15686670,588,1,36,0,2,92536,"France",0
7316,15593345,502,0,33,125241.17,2,158736.07,"Germany",1
7317,15811690,793,1,54,128966.13,1,18633.4,"Germany",0
7318,15734008,727,1,59,152581.06,1,71830.1,"Germany",0
7319,15771856,632,0,32,0,2,19525.65,"Spain",0
7320,15762045,474,0,37,142688.57,2,110953.33,"Germany",1
7321,15778142,850,0,31,130089.56,2,4466.21,"Germany",1
7322,15689268,584,0,36,0,1,105818.51,"France",1
7323,15721507,713,1,32,117094.02,1,149558.83,"France",0
7324,15750476,742,0,24,0,2,4070.28,"Spain",0
7325,15810723,607,1,39,0,3,132741.13,"France",0
7326,15787229,761,0,34,0,2,61251.25,"Spain",0
7327,15570508,600,0,49,90218.9,1,91347.76,"France",0
7328,15617065,650,1,42,194532.66,1,171045.31,"Spain",0
7329,15689786,850,1,56,169743.83,1,155850.4,"Germany",0
7330,15648876,501,0,34,0,1,27380.99,"France",0
7331,15802106,418,0,34,155973.88,1,154208.96,"France",0
7332,15773869,797,0,59,129321.44,1,93624.55,"Spain",1
7333,15711635,788,0,42,138650.49,2,64746.07,"Germany",0
7334,15795527,699,0,43,136487.86,2,82815.93,"Spain",0
7335,15759133,616,0,18,0,2,27308.58,"France",1
7336,15679394,651,0,41,38617.2,1,104876.8,"France",1
7337,15801072,654,0,28,0,2,151316.37,"France",0
7338,15646082,676,1,34,82909.14,1,91817.38,"France",0
7339,15796111,708,1,54,145151.4,1,125311.17,"Germany",1
7340,15670646,499,1,42,147187.84,1,14868.94,"Spain",1
7341,15578722,689,0,39,0,2,196112.45,"France",0
7342,15815095,850,1,54,108185.81,2,24093.4,"Spain",0
7343,15730360,502,0,30,0,2,66263.87,"France",1
7344,15763194,643,0,34,0,2,100304.13,"France",1
7345,15720725,762,0,28,0,2,167909.52,"France",0
7346,15567834,719,0,49,105918.1,1,16246.59,"France",1
7347,15720644,789,0,27,0,2,103603.65,"France",0
7348,15811742,553,0,42,0,2,7680.23,"Spain",0
7349,15813363,448,0,25,0,2,95215.73,"Spain",0
7350,15717629,632,0,42,59972.26,2,148172.94,"Germany",1
7351,15713160,669,0,25,157228.61,2,124382.9,"Spain",0
7352,15568878,654,0,34,0,2,159311.46,"Spain",0
7353,15809800,726,0,38,0,2,6787.48,"France",0
7354,15736420,596,1,21,210433.08,2,197297.77,"France",1
7355,15757933,733,0,30,102452.71,1,21556.95,"Germany",0
7356,15623072,529,0,35,0,2,56518,"Spain",0
7357,15683993,493,0,37,142987.46,2,158840.99,"France",0
7358,15570947,615,0,29,143330.56,2,126396.01,"Spain",1
7359,15797767,600,1,49,0,1,148087.88,"France",1
7360,15731989,666,0,36,120165.4,2,33701.5,"France",0
7361,15591035,644,0,54,0,1,84622.37,"Spain",1
7362,15586479,692,1,36,0,1,185580.89,"France",0
7363,15605872,707,0,73,66573.17,1,62768.8,"France",1
7364,15666012,603,0,40,102833.46,2,38829.11,"France",1
7365,15641733,671,0,34,164757.56,1,110748.88,"France",0
7366,15593178,568,1,36,153610.61,1,54083.8,"Spain",1
7367,15649183,598,0,35,0,3,88658.73,"Spain",1
7368,15736399,606,0,42,0,2,177938.52,"Spain",0
7369,15751137,850,0,36,169025.83,1,174235.06,"Germany",0
7370,15757188,644,0,26,153455.72,2,82696.84,"Spain",1
7371,15726167,655,0,37,0,2,142415.97,"France",1
7372,15624850,850,0,30,153972.89,2,62811.03,"France",0
7373,15717700,683,0,34,114609.55,2,25339.29,"Spain",1
7374,15716347,663,0,37,143625.83,2,176487.05,"Germany",1
7375,15696287,682,1,38,116520.28,1,49833.5,"Germany",1
7376,15638871,639,0,77,80926.02,2,55829.25,"France",1
7377,15765093,704,0,23,166594.78,1,155823.2,"France",1
7378,15592999,691,0,40,115465.98,1,60622.61,"France",1
7379,15641715,599,0,34,0,2,174196.68,"France",1
7380,15607746,573,0,36,0,1,56905.38,"France",1
7381,15625311,589,0,41,92618.62,1,101178.85,"Germany",1
7382,15573077,620,1,25,141825.88,1,73857.94,"Germany",1
7383,15735106,647,0,28,149594.02,2,102325.19,"Spain",0
7384,15672912,737,1,39,130051.66,2,55356.39,"Spain",0
7385,15589881,634,0,41,0,2,131284.93,"France",1
7386,15660144,660,0,38,0,2,88080.43,"France",0
7387,15664083,666,0,37,158468.76,1,93266.01,"Germany",1
7388,15690898,696,0,44,161889.79,1,75562.47,"France",0
7389,15808023,836,0,29,133681.78,1,153747.73,"France",1
7390,15676909,667,0,34,0,2,163830.64,"Spain",0
7391,15764922,596,0,20,187294.46,1,103456.47,"Spain",0
7392,15766734,430,0,31,0,1,95655.16,"France",0
7393,15795079,596,0,67,0,2,138350.74,"Spain",1
7394,15757434,599,0,28,119706.22,1,31190.42,"France",0
7395,15673747,519,0,22,0,1,167553.06,"France",1
7396,15808386,721,1,45,138523.2,1,59604.45,"Germany",0
7397,15603565,603,1,56,90778.76,2,162223.67,"Spain",0
7398,15744044,572,1,47,99353.42,1,196549.85,"Germany",0
7399,15577771,453,1,40,111524.49,1,120373.84,"Germany",1
7400,15769548,668,0,37,128645.67,1,92149.64,"France",0
7401,15802071,762,1,35,117458.51,1,178361.48,"Germany",1
7402,15677395,633,0,39,129189.15,2,170998.83,"France",0
7403,15632010,647,0,33,121260.19,2,77216.48,"Spain",0
7404,15779492,796,1,56,94231.13,1,121164.6,"Spain",0
7405,15694677,733,0,39,0,2,141841.31,"France",1
7406,15704315,556,0,34,163757.06,1,104000.06,"France",1
7407,15742009,489,0,58,0,2,191419.32,"Spain",1
7408,15766663,639,0,22,0,2,28188.96,"France",0
7409,15742297,715,0,35,141005.47,1,60407.93,"France",1
7410,15688059,807,0,42,105356.09,2,130489.37,"Germany",1
7411,15752344,714,0,34,0,2,193040.32,"Spain",0
7412,15698749,626,0,23,85897.95,1,109742.8,"Germany",0
7413,15631693,697,0,36,0,2,74760.32,"France",1
7414,15604536,850,0,31,164672.66,1,61936.1,"Germany",1
7415,15802869,737,0,45,99169.67,2,78650.95,"Germany",1
7416,15635598,812,0,29,0,2,168023.6,"France",0
7417,15592326,583,0,36,0,2,5571.59,"France",1
7418,15736533,730,0,37,124053.03,1,118591.67,"Germany",0
7419,15647191,677,0,36,0,2,7824.31,"France",0
7420,15622507,748,0,40,103499.09,2,38153.19,"Germany",0
7421,15765487,753,0,38,151766.71,1,180829.99,"Germany",1
7422,15646521,634,0,36,0,1,143960.72,"Spain",1
7423,15746258,622,0,29,101486.96,1,8788.35,"France",1
7424,15692430,699,0,36,123601.56,2,103557.85,"Germany",0
7425,15625501,570,1,38,127201.58,1,147168.28,"Germany",0
7426,15640521,552,1,33,144962.74,1,58844.84,"Germany",0
7427,15790630,619,1,48,0,1,18094.96,"France",0
7428,15664720,714,0,33,122017.19,1,162515.17,"Spain",0
7429,15750055,503,0,32,100262.88,2,157921.25,"Spain",1
7430,15644878,685,0,43,117302.62,1,68701.73,"Spain",0
7431,15754578,606,0,35,135984.15,2,186778.89,"France",0
7432,15705379,678,0,38,0,2,66561.6,"France",0
7433,15761047,724,0,31,160997.54,2,64831.36,"Germany",1
7434,15671293,779,1,37,128389.63,1,6589.16,"Germany",1
7435,15687527,638,0,35,0,2,165370.66,"Spain",0
7436,15647898,610,1,50,130554.51,3,184758.17,"Spain",0
7437,15671534,646,1,57,90212,1,13911.27,"Germany",0
7438,15591248,628,0,29,71996.29,1,34857.46,"France",1
7439,15676156,528,0,32,85615.66,2,156192.43,"France",0
7440,15812918,432,0,27,62339.81,2,53874.67,"France",0
7441,15604130,622,0,47,142319.03,1,100183.05,"Spain",0
7442,15700549,721,0,54,0,2,4493.12,"France",1
7443,15715519,614,0,36,0,2,130610.78,"Spain",0
7444,15707042,634,0,24,87413.19,1,63340.65,"France",0
7445,15605276,742,0,29,0,2,180066.59,"France",1
7446,15630592,516,1,45,0,1,95273.73,"France",0
7447,15636626,718,0,35,97560.16,1,53511.74,"France",1
7448,15740411,636,0,30,141787.31,2,109685.61,"Germany",1
7449,15593834,691,1,36,129934.64,1,75664.56,"Spain",0
7450,15804235,698,0,37,166178.02,2,71972.95,"France",1
7451,15679801,712,0,39,163097.55,2,23702.42,"Spain",1
7452,15673907,659,0,20,0,2,112572.02,"France",0
7453,15636562,573,0,44,0,2,62424.46,"Spain",0
7454,15702571,778,1,35,151958.19,3,131238.37,"Germany",1
7455,15627365,732,0,46,0,2,184350.78,"France",1
7456,15748499,550,1,33,118400.91,1,13999.64,"Germany",1
7457,15598614,790,0,20,0,2,168152.76,"Spain",0
7458,15668889,665,1,43,116322.27,4,35640.12,"Germany",0
7459,15800049,728,0,43,0,1,120088.17,"Spain",1
7460,15583724,645,0,29,0,2,74346.11,"Spain",1
7461,15622083,647,0,30,143138.91,2,2955.46,"Germany",0
7462,15645571,596,0,32,0,2,146504.35,"Spain",1
7463,15598266,610,0,40,0,1,149602.54,"France",1
7464,15667934,512,0,36,129804.17,1,53020.9,"France",0
7465,15569682,768,1,37,108308.11,1,41788.25,"Germany",0
7466,15772941,666,0,30,110153.27,1,74849.46,"Germany",1
7467,15586174,700,0,30,116377.48,1,134417.31,"Germany",1
7468,15803682,651,0,37,117791.06,2,75837.58,"Germany",1
7469,15627328,542,0,26,0,2,54869.54,"Spain",1
7470,15717065,686,0,35,105419.73,1,35356.46,"France",0
7471,15602456,850,0,47,99219.47,2,122141.13,"Germany",1
7472,15721569,658,0,55,119327.93,1,119439.66,"Germany",1
7473,15573798,448,0,36,83947.12,2,81999.53,"France",0
7474,15638272,609,0,32,99883.16,1,120594.85,"Spain",1
7475,15799859,704,1,50,165438.26,1,120770.75,"France",0
7476,15599152,698,0,31,156111.24,1,134790.74,"France",0
7477,15737909,759,0,44,111095.58,2,100137.7,"France",0
7478,15646190,677,1,56,119963.45,1,158325.87,"France",0
7479,15711249,544,0,22,0,2,70007.67,"Spain",0
7480,15671987,567,0,35,153137.74,1,88659.07,"Spain",0
7481,15812766,490,0,40,156111.08,1,190889.13,"Spain",0
7482,15778589,626,0,34,113014.7,2,56646.28,"France",1
7483,15750104,718,0,43,132615.73,2,32999.1,"Germany",0
7484,15784526,616,1,44,102016.38,1,178235.37,"France",1
7485,15646563,772,0,35,0,1,25448.31,"France",1
7486,15744423,561,0,32,0,2,84871.99,"France",0
7487,15593694,814,0,49,0,2,157822.54,"France",0
7488,15785367,651,1,56,0,1,84383.22,"France",0
7489,15687765,538,0,42,80380.24,1,119216.46,"Germany",0
7490,15789014,600,0,26,108909.12,1,82547.01,"France",0
7491,15703177,654,0,35,90865.8,1,86764.46,"France",1
7492,15660263,622,0,40,99799.76,2,197372.13,"France",0
7493,15776545,682,1,28,200724.96,1,82872.64,"France",1
7494,15683276,610,0,37,140363.95,2,129563.86,"Spain",1
7495,15599272,795,0,36,151844.64,1,135388.89,"France",1
7496,15589541,557,0,27,0,2,4497.55,"France",1
7497,15608804,824,0,49,133231.48,1,67885.37,"Germany",1
7498,15645820,698,0,27,0,2,111471.55,"France",0
7499,15659031,630,0,36,126598.99,2,134407.93,"France",1
7500,15790113,609,1,71,113317.1,1,108258.22,"Germany",0
7501,15652289,694,0,47,0,2,197528.62,"France",0
7502,15605341,681,0,58,93173.88,1,139761.25,"France",1
7503,15697844,721,1,32,0,1,136119.96,"Spain",0
7504,15652048,563,0,44,105007.31,2,197812.16,"Germany",1
7505,15587038,654,1,32,0,1,51972.92,"Spain",1
7506,15660528,659,0,27,0,2,99341.87,"Spain",0
7507,15700300,674,1,44,131593.85,1,171345.02,"Germany",1
7508,15642001,576,1,44,119530.52,1,119056.68,"Germany",0
7509,15580366,566,0,54,118614.6,2,172601.62,"Germany",1
7510,15657228,545,0,37,95829.13,2,104936.88,"Germany",1
7511,15729377,798,0,36,0,2,159044.1,"France",1
7512,15686913,757,0,38,0,1,83263.06,"France",0
7513,15631267,641,0,50,153590.73,2,130910.78,"France",1
7514,15632275,718,0,29,0,1,126336.72,"France",0
7515,15715907,699,1,64,113109.52,1,27980.8,"France",0
7516,15764841,623,0,35,130557.24,1,47880.71,"France",1
7517,15748649,644,0,40,93183.19,1,73882.49,"France",0
7518,15771409,586,1,58,151933.63,1,162960.05,"France",0
7519,15779207,500,0,30,125495.64,2,68807.47,"Germany",1
7520,15814116,583,0,42,0,2,144039.05,"France",0
7521,15665087,595,0,26,118547.72,1,151192.18,"Germany",1
7522,15611189,670,0,43,97792.21,1,120225.62,"Spain",0
7523,15729718,610,1,41,0,3,56118.81,"France",0
7524,15733602,814,0,72,0,2,130853.03,"Spain",1
7525,15620103,660,0,40,167181.01,1,185156.94,"France",1
7526,15770406,580,0,35,121355.19,1,35671.45,"Germany",1
7527,15800554,850,0,81,0,2,59568.24,"France",1
7528,15611409,676,0,35,0,2,139911.58,"Spain",0
7529,15646535,578,0,46,113226.47,1,56770.76,"France",0
7530,15575430,579,0,33,118392.75,1,157564.75,"France",1
7531,15711299,711,0,52,145262.54,1,131473.31,"Germany",1
7532,15642063,692,0,40,163505.16,1,90424.09,"France",0
7533,15706602,760,0,33,118114.28,2,156660.21,"Spain",1
7534,15592773,630,1,51,108449.23,3,88372.69,"Germany",0
7535,15786539,808,0,32,0,2,46200.71,"France",1
7536,15737542,611,0,36,103294.56,1,160548.12,"Germany",0
7537,15590234,697,1,42,0,1,1262.83,"France",0
7538,15773776,655,0,38,0,1,188639.28,"France",1
7539,15728082,601,0,28,0,2,14665.28,"Spain",0
7540,15609987,755,0,42,119919.12,1,156868.21,"France",0
7541,15735330,553,0,37,0,1,30461.55,"France",0
7542,15649430,723,0,28,0,2,123885.88,"France",1
7543,15768777,507,0,34,0,2,60688.38,"Spain",1
7544,15777893,777,0,43,0,2,21785.91,"France",0
7545,15791326,566,0,34,0,1,188135.69,"France",0
7546,15615176,732,0,26,0,2,154364.66,"France",0
7547,15735221,697,0,42,0,2,61312.15,"France",0
7548,15617991,555,0,29,128744.04,1,47454.93,"France",1
7549,15658504,584,0,62,137727.34,2,121102.9,"Germany",1
7550,15785705,705,1,44,106731.58,1,137419.87,"Germany",0
7551,15801817,688,0,38,123544.21,1,157664.02,"France",1
7552,15752578,626,0,37,133968.96,2,148689.65,"France",0
7553,15781574,636,0,76,126534.6,1,39789.62,"Spain",1
7554,15792107,719,0,35,0,1,165162.4,"Spain",1
7555,15569917,706,1,30,87609.68,2,137674.55,"Spain",0
7556,15721504,731,0,41,0,2,101371.72,"Spain",0
7557,15757306,738,1,49,0,3,65066.48,"Spain",1
7558,15647295,426,0,34,0,2,107876.91,"France",0
7559,15642098,622,1,36,108960,2,111180.3,"Spain",0
7560,15696120,701,0,30,0,2,115650.63,"Spain",0
7561,15675176,512,0,51,144953.31,1,165035.17,"France",1
7562,15700046,635,0,41,103544.88,2,193746.55,"France",0
7563,15782089,685,0,33,0,1,58458.26,"France",0
7564,15706394,609,0,53,0,2,52332.85,"France",1
7565,15759387,598,1,38,101487.18,1,75959.1,"Germany",1
7566,15623369,708,1,52,105355.81,1,123.07,"France",0
7567,15732943,574,1,36,77967.5,1,167066.95,"Spain",0
7568,15750545,629,1,44,0,4,117572.59,"France",0
7569,15809909,422,0,54,0,2,7166.71,"Spain",1
7570,15642448,656,0,28,120047.77,1,137173.39,"Spain",1
7571,15791944,697,1,32,175464.85,3,116442.42,"France",0
7572,15768342,718,1,52,79475.3,3,32421.32,"France",1
7573,15567919,586,0,37,167735.69,2,104665.79,"Germany",1
7574,15674750,481,0,37,0,2,44215.86,"Spain",0
7575,15778345,749,0,33,74385.98,1,20164.47,"France",0
7576,15687634,561,0,49,94754,1,26691.31,"Germany",1
7577,15666096,676,0,27,0,1,107955.67,"Spain",1
7578,15581700,615,0,43,86920.86,1,150048.37,"Germany",1
7579,15656417,582,0,39,132077.48,2,192255.15,"France",0
7580,15649101,601,0,40,127847.86,1,173245.68,"France",0
7581,15781975,708,1,34,0,1,121457.88,"France",1
7582,15700511,708,0,42,176702.36,2,104804.74,"Germany",1
7583,15770255,797,0,33,83555.58,1,69767.14,"Germany",0
7584,15643574,682,0,26,0,2,178373.43,"France",0
7585,15595010,694,0,39,0,2,99924.04,"Spain",0
7586,15580579,490,1,40,0,1,49594.19,"France",1
7587,15748532,828,0,42,0,1,186071.14,"Spain",1
7588,15773789,594,0,38,96858.35,1,77511.45,"Spain",0
7589,15600027,579,0,33,0,2,54816.57,"Spain",1
7590,15620832,723,0,35,0,2,61290.99,"France",1
7591,15568819,619,1,42,132796.04,3,191821.35,"Germany",1
7592,15748691,794,0,30,154970.54,1,156768.45,"Spain",1
7593,15583552,674,0,44,88902.21,1,73731.32,"Germany",0
7594,15588019,418,0,28,98738.92,1,122190.22,"France",0
7595,15713250,502,0,33,0,2,123509.01,"France",1
7596,15569595,678,0,50,0,1,8199.5,"France",0
7597,15794868,599,0,40,137456.28,2,14113.11,"Germany",1
7598,15576680,736,0,29,0,2,51705.01,"France",0
7599,15613699,430,1,60,73937.02,1,161937.62,"France",0
7600,15609758,537,1,45,158621.04,1,120892.96,"France",0
7601,15762392,683,0,30,113257.2,1,65035.02,"Spain",1
7602,15693382,828,0,31,0,1,164257.37,"France",1
7603,15791769,691,0,29,116536.43,1,51987.99,"France",0
7604,15712483,608,1,28,0,2,10899.63,"Spain",0
7605,15636454,691,1,60,101070.69,1,177355.8,"France",0
7606,15710138,718,0,39,0,2,63889.1,"Spain",1
7607,15571571,680,0,31,127331.46,3,176433.6,"Germany",1
7608,15638751,838,0,41,0,2,81313.51,"Spain",0
7609,15598574,695,0,31,0,2,13998.88,"Spain",1
7610,15796787,681,0,46,105969.42,1,5771.56,"France",0
7611,15615670,762,0,36,119547.46,1,42693.65,"France",1
7612,15705506,751,0,38,0,2,90839.61,"Spain",0
7613,15599535,678,0,28,138668.18,1,54144.01,"Spain",1
7614,15768449,634,0,37,51582.5,2,184312.88,"France",1
7615,15725002,749,0,37,0,2,20306.79,"France",0
7616,15611682,590,0,37,169902.92,1,128256.18,"Spain",1
7617,15749964,610,0,27,87262.4,2,182720.07,"France",0
7618,15678779,502,0,33,0,2,4082.52,"France",1
7619,15752601,578,0,40,0,2,102233.73,"France",0
7620,15758477,547,0,32,0,2,132002.83,"France",0
7621,15629133,579,0,27,0,2,126838.7,"France",0
7622,15604963,661,0,39,0,2,181461.46,"France",0
7623,15796413,794,0,46,0,2,195325.74,"France",0
7624,15812470,719,0,61,0,2,29132.43,"France",1
7625,15587443,728,0,69,0,2,131804.86,"France",1
7626,15689692,598,0,19,150348.37,1,173784.04,"Germany",1
7627,15779586,822,0,46,115074.02,2,26249.86,"Germany",0
7628,15667588,670,0,40,0,1,182650.15,"Spain",1
7629,15624423,850,0,28,99986.98,1,196582.55,"France",0
7630,15591107,723,1,68,110357,1,141977.54,"Germany",0
7631,15748986,705,0,42,166685.92,2,55313.51,"Germany",1
7632,15793896,677,0,40,95312.8,1,62944.75,"Spain",1
7633,15620570,736,0,43,202443.47,1,72375.03,"France",0
7634,15727811,661,1,47,109493.62,1,188324.01,"Germany",0
7635,15707681,501,0,38,88977.39,2,133403.07,"Germany",1
7636,15702030,516,0,29,104982.57,1,157378.5,"France",0
7637,15673238,517,1,59,154110.99,2,101240.08,"Germany",0
7638,15604196,766,0,32,185714.28,1,102502.5,"France",1
7639,15769356,520,0,23,116022.53,2,37577.66,"Germany",1
7640,15665590,541,0,46,0,2,83456.67,"France",1
7641,15572361,790,0,34,164011.48,1,199420.41,"Germany",0
7642,15667460,797,0,31,0,2,24748.89,"France",1
7643,15654760,811,0,40,101514.89,1,121765,"France",1
7644,15632669,722,0,32,0,2,113666.48,"Spain",1
7645,15613673,675,0,28,0,1,134110.93,"France",0
7646,15698522,660,0,39,134599.33,2,183095.87,"Germany",0
7647,15741633,566,0,32,147511.26,1,159891.03,"Spain",1
7648,15674583,768,0,25,78396.08,1,8316.19,"France",1
7649,15665374,610,0,31,0,2,63736.36,"Spain",0
7650,15588854,715,0,31,110581.29,1,94715.24,"France",1
7651,15810716,750,0,42,151836.36,2,68695.38,"Germany",0
7652,15776921,431,0,45,83624.55,2,36899.62,"Germany",0
7653,15569394,704,0,24,148197.15,2,182775.08,"France",0
7654,15788215,535,1,30,122924.75,1,62390.59,"Spain",0
7655,15641007,614,0,38,72594,1,76042.48,"France",1
7656,15594651,748,0,38,115221.36,1,70956.75,"France",1
7657,15575146,492,0,51,117808.74,2,67311.12,"Germany",1
7658,15608916,573,0,40,147754.68,1,110454.46,"France",1
7659,15666297,706,1,53,0,3,88479.02,"Spain",0
7660,15598586,680,0,31,113292.17,1,122639.73,"France",1
7661,15665014,458,0,36,0,2,79723.78,"Spain",0
7662,15701738,612,1,44,115163.38,1,97677.52,"Germany",1
7663,15650591,809,1,50,118098.62,1,100720.02,"Germany",1
7664,15652667,590,0,39,0,2,104730.52,"France",1
7665,15679622,602,0,35,0,1,22499.29,"France",1
7666,15730150,540,0,37,120825.7,1,28257.89,"Spain",0
7667,15813192,494,0,25,0,2,109988.09,"France",1
7668,15606554,797,0,29,0,1,149991.32,"France",1
7669,15611794,526,0,61,133845.28,2,45180.8,"Germany",1
7670,15672357,631,0,38,0,2,181605.85,"Spain",0
7671,15711759,576,0,29,108541.04,1,126469.09,"France",1
7672,15615296,405,1,39,0,1,160810.85,"France",0
7673,15699294,555,0,30,0,2,88146.86,"France",0
7674,15788634,750,0,37,113817.06,1,88333.74,"Spain",0
7675,15660871,665,0,28,137300.23,1,90174.83,"France",0
7676,15618258,640,0,37,158024.38,1,81298.09,"Spain",0
7677,15722535,457,0,33,127837.54,1,60013.17,"France",1
7678,15711977,695,0,36,161533,1,100940.91,"France",0
7679,15690169,645,1,31,161171.7,2,12599.94,"France",0
7680,15790689,647,0,32,80958.36,1,128590.73,"Spain",1
7681,15665181,808,0,25,0,2,23180.37,"Spain",1
7682,15633608,641,1,33,146193.6,2,55796.83,"France",1
7683,15805261,700,0,29,0,2,152097.02,"Spain",1
7684,15740356,660,0,26,115021.76,1,162443.05,"Germany",1
7685,15808223,615,0,41,126773.43,1,55551.26,"Spain",1
7686,15769980,705,0,40,92889.91,1,109496.69,"Germany",1
7687,15675450,718,0,48,0,2,72105.63,"France",1
7688,15776494,754,1,61,146622.35,1,41815.22,"France",1
7689,15592412,713,1,45,131038.14,1,74005.04,"Germany",0
7690,15777452,587,0,46,88820.29,1,70224.34,"France",0
7691,15692258,569,0,31,115406.97,1,145528.22,"Spain",0
7692,15791045,568,0,38,132951.92,1,124486.28,"France",1
7693,15807889,634,0,74,108891.7,1,10078.02,"Germany",0
7694,15602043,770,0,46,141788.63,2,164967.21,"Germany",0
7695,15807335,676,0,64,116954.32,1,91149.48,"Spain",1
7696,15629985,723,1,47,90450,2,103379.31,"Germany",0
7697,15679453,614,1,39,125997.22,1,128049.34,"Germany",1
7698,15637315,601,0,41,0,2,54342.83,"Spain",0
7699,15691513,592,1,60,0,4,13614.01,"France",1
7700,15622289,605,0,36,0,2,35521.63,"Spain",1
7701,15715184,752,0,31,144637.86,2,40496.72,"Spain",0
7702,15702801,677,1,29,86616.35,1,91903.9,"France",0
7703,15719931,850,0,31,0,2,178667.7,"France",0
7704,15806081,608,0,48,127924.25,2,32202.61,"Germany",0
7705,15796336,786,0,34,0,2,117034.32,"Spain",0
7706,15647306,777,1,29,131240.61,1,163746.09,"France",1
7707,15742369,667,0,31,0,2,20346.69,"Spain",1
7708,15655859,848,0,35,120046.74,2,84710.65,"Spain",0
7709,15675650,486,0,39,97819.36,1,120531.31,"France",1
7710,15574119,598,0,64,62979.93,1,152273.57,"Spain",1
7711,15754168,506,0,40,0,1,144345.58,"France",1
7712,15763029,612,1,46,161450.03,1,96961,"Germany",1
7713,15765048,545,0,30,0,2,170307.43,"France",0
7714,15786215,793,0,56,119496.25,2,29880.99,"France",0
7715,15707559,682,0,30,0,2,195104.91,"France",1
7716,15582129,517,1,62,43772.66,3,187756.24,"France",0
7717,15687540,684,0,32,100249.41,2,67599.69,"France",1
7718,15787196,692,0,46,0,2,105983.09,"Spain",1
7719,15670898,740,1,60,108028.08,2,25980.42,"France",0
7720,15775433,666,0,71,53013.29,2,112222.64,"Germany",1
7721,15700693,693,0,68,0,2,59864.96,"France",1
